1670188011.016841,10.10.1.100:47918,18200.0,0.751,,,12,
1670188011.093553,10.10.1.100:47918,960.9,26.606,,,18,
1670188011.169752,10.10.1.100:47918,958.0,77.744,,,24,
1670188011.245882,10.10.1.100:47918,958.0,117.97,,,31,
1670188011.321654,10.10.1.100:47918,958.0,151.368,,,37,
1670188011.397698,10.10.1.100:47918,958.0,185.718,,,2,1
1670188011.473868,10.10.1.100:47918,958.0,220.734,,,2,1
1670188011.550156,10.10.1.100:47918,958.0,274.525,,,2,1
1670188011.627728,10.10.1.100:47918,958.0,319.341,,,2,1
1670188011.706596,10.10.1.100:47918,958.0,364.092,,,2,1
1670188011.835648,10.10.1.100:47918,956.2,407.343,,,2,1
1670188011.974221,10.10.1.100:47918,954.5,146.395,,,3,1
1670188012.109342,10.10.1.100:47918,954.2,78.539,,,4,1
1670188012.184970,10.10.1.100:47918,955.9,66.853,,,5,1
1670188012.261514,10.10.1.100:47918,957.4,68.682,,,6,1
1670188012.337435,10.10.1.100:47918,956.7,69.987,,,6,1
1670188012.413622,10.10.1.100:47918,636.3,70.883,,,5,3
1670188012.490232,10.10.1.100:47918,955.9,71.505,,,4,3
1670188012.567018,10.10.1.100:47918,955.9,67.012,,,5,3
1670188012.645267,10.10.1.100:47918,958.9,68.857,,,6,3
1670188012.720735,10.10.1.100:47918,636.7,70.09,,,5,3
1670188012.826491,10.10.1.100:47918,948.4,71.156,,,4,3
1670188012.962583,10.10.1.100:47918,955.0,66.904,,,5,3
1670188013.096666,10.10.1.100:47918,637.3,70.128,,,6,3
1670188013.218482,10.10.1.100:47918,957.2,71.352,,,5,3
1670188013.362565,10.10.1.100:47918,639.2,72.019,,,6,3
1670188013.500861,10.10.1.100:47918,954.6,72.332,,,4,3
1670188013.641520,10.10.1.100:47918,956.0,68.616,,,5,3
1670188013.775663,10.10.1.100:47918,954.5,70.817,,,5,3
1670188013.927272,10.10.1.100:47918,938.2,71.823,,,6,3
1670188014.064403,10.10.1.100:47918,158.2,72.597,,,5,3
1670188014.066783,10.10.1.100:56730,933.7,72.491,,,10,
1670188014.260162,10.10.1.100:47918,158.2,67.37,,,5,3
1670188014.265097,10.10.1.100:56730,947.4,76.634,,,10,
1670188014.424403,10.10.1.100:47918,232.5,71.903,,,5,3
1670188014.429456,10.10.1.100:56732,946.0,48.911,,,11,
1670188014.572417,10.10.1.100:47918,586.6,72.28,,,5,3
1670188014.577380,10.10.1.100:56732,298.2,93.683,,,18,
1670188014.717440,10.10.1.100:47918,691.4,113.078,,,4,3
1670188014.722496,10.10.1.100:56732,298.2,164.546,,,18,
1670188014.859439,10.10.1.100:47918,782.5,113.078,,,4,3
1670188014.864125,10.10.1.100:56732,174.0,236.005,,,18,
1670188015.001290,10.10.1.100:47918,782.4,148.991,,,3,3
1670188015.006100,10.10.1.100:56732,174.0,256.131,,,18,
1670188015.145543,10.10.1.100:47918,782.1,148.991,,,3,3
1670188015.150277,10.10.1.100:56732,117.9,264.116,,,18,
1670188015.268661,10.10.1.100:47918,782.1,180.612,,,4,3
1670188015.271402,10.10.1.100:56732,117.9,265.477,,,18,
1670188015.350023,10.10.1.100:47918,782.1,180.612,,,4,3
1670188015.352864,10.10.1.100:56732,156.4,261.826,,,18,
1670188015.432185,10.10.1.100:47918,822.1,201.789,,,5,3
1670188015.434932,10.10.1.100:56732,152.5,259.95,,,20,
1670188015.545782,10.10.1.100:47918,783.7,214.552,,,5,3
1670188015.550563,10.10.1.100:56732,173.8,262.011,,,20,
1670188015.682218,10.10.1.100:47918,781.2,221.05,,,4,3
1670188015.687087,10.10.1.100:56732,190.6,263.902,,,18,
1670188015.832418,10.10.1.100:47918,421.7,234.324,,,4,3
1670188015.837319,10.10.1.100:56732,186.3,241.478,,,18,
1670188015.946141,10.10.1.100:47918,717.2,223.967,,,3,3
1670188015.950911,10.10.1.100:56732,181.0,220.099,,,18,
1670188016.085542,10.10.1.100:47918,789.2,224.485,,,3,3
1670188016.090277,10.10.1.100:56732,168.7,208.817,,,18,
1670188016.230164,10.10.1.100:47918,785.6,222.174,,,2,2
1670188016.234443,10.10.1.100:56732,98.2,211.628,,,20,
1670188016.363444,10.10.1.100:47918,831.1,224.964,,,2,2
1670188016.367637,10.10.1.100:56732,99.8,209.098,,,20,
1670188016.501213,10.10.1.100:47918,839.6,225.327,,,2,2
1670188016.506104,10.10.1.100:56732,98.2,205.504,,,20,
1670188016.629752,10.10.1.100:47918,849.2,226.154,,,3,2
1670188016.632549,10.10.1.100:56732,94.9,205.294,,,20,
1670188016.711874,10.10.1.100:47918,853.5,228.394,,,3,2
1670188016.714574,10.10.1.100:56732,149.8,206.206,,,20,
1670188016.821434,10.10.1.100:47918,783.9,224.672,,,3,2
1670188016.826130,10.10.1.100:56732,135.8,210.405,,,20,
1670188016.963923,10.10.1.100:47918,804.2,228.575,,,3,2
1670188016.968750,10.10.1.100:56732,151.1,213.355,,,20,
1670188017.110342,10.10.1.100:47918,804.3,228.759,,,4,2
1670188017.115159,10.10.1.100:56732,95.6,226.715,,,20,
1670188017.254962,10.10.1.100:47918,819.6,234.064,,,4,2
1670188017.259785,10.10.1.100:56732,173.8,233.811,,,20,
1670188017.380633,10.10.1.100:47918,797.1,238.136,,,4,2
1670188017.383313,10.10.1.100:56732,174.0,259.683,,,20,
1670188017.461825,10.10.1.100:47918,819.1,241.658,,,5,2
1670188017.464494,10.10.1.100:56732,159.6,263.827,,,20,
1670188017.544328,10.10.1.100:47918,798.2,247.732,,,5,2
1670188017.547083,10.10.1.100:56732,159.6,269.676,,,20,
1670188017.670550,10.10.1.100:47918,783.9,247.732,,,5,2
1670188017.675217,10.10.1.100:56732,159.5,276.877,,,16,
1670188017.801295,10.10.1.100:47918,796.8,253.072,,,5,2
1670188017.801670,10.10.1.100:56732,167.2,279.108,,,16,
1670188017.981749,10.10.1.100:47918,552.1,274.105,,,5,2
1670188017.986852,10.10.1.100:56732,199.2,272.682,,,16,
1670188018.130187,10.10.1.100:47918,611.5,265.378,,,4,3
1670188018.135021,10.10.1.100:56732,167.2,262.708,,,16,
1670188018.274369,10.10.1.100:47918,728.9,266.725,,,4,3
1670188018.279123,10.10.1.100:56732,169.7,256.716,,,16,
1670188018.415305,10.10.1.100:47918,731.6,268.834,,,3,3
1670188018.420201,10.10.1.100:56732,134.3,249.119,,,16,
1670188018.559204,10.10.1.100:47918,763.4,267.465,,,2,2
1670188018.564717,10.10.1.100:56732,129.8,242.023,,,16,
1670188018.708275,10.10.1.100:47918,758.0,264.343,,,2,2
1670188018.713286,10.10.1.100:56732,91.9,234.239,,,16,
1670188018.852812,10.10.1.100:47918,811.3,261.793,,,2,1
1670188018.857636,10.10.1.100:56732,90.5,225.392,,,16,
1670188018.998583,10.10.1.100:47918,850.7,259.083,,,2,1
1670188019.003470,10.10.1.100:56732,95.0,219.47,,,16,
1670188019.145956,10.10.1.100:47918,733.7,256.693,,,3,1
1670188019.150763,10.10.1.100:56732,96.5,212.526,,,16,
1670188019.288874,10.10.1.100:47918,809.0,253.582,,,3,1
1670188019.293152,10.10.1.100:56732,137.9,204.839,,,16,
1670188019.417593,10.10.1.100:47918,805.1,247.741,,,4,1
1670188019.422349,10.10.1.100:56732,159.4,212.578,,,16,
1670188019.561654,10.10.1.100:47918,765.3,244.027,,,4,1
1670188019.566530,10.10.1.100:56732,172.9,219.076,,,16,
1670188019.708678,10.10.1.100:47918,765.3,250.302,,,4,1
1670188019.713588,10.10.1.100:56732,169.1,230.268,,,16,
1670188019.857021,10.10.1.100:47918,764.7,249.804,,,3,1
1670188019.862207,10.10.1.100:56732,132.7,234.266,,,16,
1670188020.002198,10.10.1.100:47918,727.2,252.875,,,2,1
1670188020.007056,10.10.1.100:56732,131.7,234.338,,,16,
1670188020.140693,10.10.1.100:47918,772.5,253.292,,,2,1
1670188020.145483,10.10.1.100:56732,131.6,227.873,,,16,
1670188020.281690,10.10.1.100:47918,720.6,253.65,,,2,1
1670188020.286983,10.10.1.100:56732,90.4,221.079,,,16,
1670188020.426697,10.10.1.100:47918,741.2,250.44,,,2,1
1670188020.431564,10.10.1.100:56732,99.9,211.674,,,16,
1670188020.533081,10.10.1.100:47918,807.0,246.117,,,3,1
1670188020.535861,10.10.1.100:56732,99.9,207.834,,,16,
1670188020.614784,10.10.1.100:47918,850.7,246.117,,,3,1
1670188020.617587,10.10.1.100:56732,99.8,206.829,,,16,
1670188020.695872,10.10.1.100:47918,890.4,243.844,,,3,1
1670188020.698630,10.10.1.100:56732,149.8,206.442,,,16,
1670188020.790562,10.10.1.100:47918,788.0,239.809,,,4,1
1670188020.795357,10.10.1.100:56732,149.8,210.791,,,16,
1670188020.934613,10.10.1.100:47918,760.2,238.836,,,4,1
1670188020.939478,10.10.1.100:56732,170.0,211.111,,,16,
1670188021.081108,10.10.1.100:47918,753.4,240.73,,,4,1
1670188021.085921,10.10.1.100:56732,201.2,223.471,,,16,
1670188021.223349,10.10.1.100:47918,776.5,241.969,,,3,1
1670188021.228425,10.10.1.100:56732,170.1,233.401,,,16,
1670188021.363023,10.10.1.100:47918,765.0,245.207,,,3,1
1670188021.367546,10.10.1.100:56732,133.5,236.394,,,16,
1670188021.499261,10.10.1.100:47918,769.2,248.26,,,2,1
1670188021.504041,10.10.1.100:56732,129.7,232.725,,,16,
1670188021.640622,10.10.1.100:47918,793.3,248.727,,,2,1
1670188021.645502,10.10.1.100:56732,135.8,229.359,,,16,
1670188021.782052,10.10.1.100:47918,810.1,249.115,,,2,1
1670188021.786856,10.10.1.100:56732,92.0,222.032,,,16,
1670188021.896359,10.10.1.100:47918,744.3,247.928,,,2,1
1670188021.899239,10.10.1.100:56732,95.0,217.197,,,16,
1670188021.976497,10.10.1.100:47918,744.0,245.436,,,3,1
1670188021.979177,10.10.1.100:56732,95.0,210.017,,,16,
1670188022.057635,10.10.1.100:47918,823.6,245.436,,,3,1
1670188022.060467,10.10.1.100:56732,94.9,206.641,,,16,
1670188022.138270,10.10.1.100:47918,851.0,243.741,,,3,1
1670188022.141006,10.10.1.100:56732,152.4,207.119,,,16,
1670188022.219995,10.10.1.100:47918,806.2,239.913,,,4,1
1670188022.222767,10.10.1.100:56732,152.4,209.652,,,16,
1670188022.301873,10.10.1.100:47918,849.2,239.913,,,4,1
1670188022.304644,10.10.1.100:56732,137.9,215.466,,,16,
1670188022.389233,10.10.1.100:47918,804.3,241.419,,,4,1
1670188022.394063,10.10.1.100:56732,171.1,218.818,,,16,
1670188022.536891,10.10.1.100:47918,710.0,242.527,,,4,1
1670188022.541741,10.10.1.100:56732,181.0,224.234,,,16,
1670188022.685698,10.10.1.100:47918,691.3,244.205,,,4,1
1670188022.690523,10.10.1.100:56732,171.2,223.528,,,16,
1670188022.834275,10.10.1.100:47918,764.5,245.636,,,3,1
1670188022.834647,10.10.1.100:56732,150.9,232.061,,,16,
1670188022.996696,10.10.1.100:47918,769.0,245.892,,,4,1
1670188023.000100,10.10.1.100:56732,159.4,230.314,,,16,
1670188023.138319,10.10.1.100:47918,699.2,243.522,,,4,1
1670188023.143162,10.10.1.100:56732,170.0,230.5,,,16,
1670188023.261348,10.10.1.100:47918,751.4,247.113,,,4,1
1670188023.264032,10.10.1.100:56732,201.4,235.883,,,16,
1670188023.392473,10.10.1.100:47918,804.3,246.825,,,3,1
1670188023.397273,10.10.1.100:56732,170.2,238.739,,,16,
1670188023.539369,10.10.1.100:47918,765.4,249.468,,,3,1
1670188023.544209,10.10.1.100:56732,129.7,238.454,,,16,
1670188023.683499,10.10.1.100:47918,746.5,251.226,,,2,1
1670188023.688439,10.10.1.100:56732,129.7,232.468,,,16,
1670188023.826082,10.10.1.100:47918,804.9,251.295,,,2,1
1670188023.830941,10.10.1.100:56732,94.8,226.882,,,16,
1670188023.923158,10.10.1.100:47918,832.0,250.443,,,2,1
1670188023.927974,10.10.1.100:56732,92.0,220.74,,,16,
1670188024.065313,10.10.1.100:47918,850.1,249.657,,,2,1
1670188024.070220,10.10.1.100:56732,94.8,218.08,,,16,
1670188024.201899,10.10.1.100:47918,784.3,246.914,,,3,1
1670188024.206716,10.10.1.100:56732,94.9,213.326,,,16,
1670188024.345967,10.10.1.100:47918,890.0,246.564,,,3,1
1670188024.350756,10.10.1.100:56732,108.8,210.925,,,4,
1670188024.488864,10.10.1.100:47918,804.9,235.315,,,4,1
1670188024.493378,10.10.1.100:56732,318.3,217.53,,,4,
1670188024.634618,10.10.1.100:47918,804.9,194.249,,,5,1
1670188024.639517,10.10.1.100:56732,378.5,177.557,,,18,
1670188024.782021,10.10.1.100:47918,804.9,171.68,,,5,1
1670188024.786973,10.10.1.100:56732,367.9,154.078,,,22,
1670188024.917689,10.10.1.100:47918,682.8,164.359,,,4,3
1670188024.922878,10.10.1.100:56732,197.1,156.906,,,22,
1670188025.060170,10.10.1.100:47918,743.8,178.821,,,3,3
1670188025.065086,10.10.1.100:56732,224.7,177.28,,,22,
1670188025.201046,10.10.1.100:47918,745.5,182.238,,,3,3
1670188025.205899,10.10.1.100:56732,159.5,197.223,,,22,
1670188025.345148,10.10.1.100:47918,806.2,193.475,,,2,2
1670188025.349859,10.10.1.100:56732,159.5,211.885,,,22,
1670188025.430683,10.10.1.100:47918,806.7,193.475,,,2,2
1670188025.433414,10.10.1.100:56732,85.6,223.286,,,22,
1670188025.570048,10.10.1.100:47918,859.7,210.813,,,3,2
1670188025.574895,10.10.1.100:56732,85.6,231.179,,,22,
1670188025.712132,10.10.1.100:47918,900.2,210.813,,,3,2
1670188025.717025,10.10.1.100:56732,128.4,237.979,,,22,
1670188025.853140,10.10.1.100:47918,832.1,224.819,,,4,2
1670188025.857882,10.10.1.100:56732,128.4,248.023,,,22,
1670188025.990086,10.10.1.100:47918,831.9,224.819,,,4,2
1670188025.994471,10.10.1.100:56732,130.3,258.947,,,22,
1670188026.117956,10.10.1.100:47918,796.5,237.401,,,4,2
1670188026.122981,10.10.1.100:56732,144.0,265.132,,,22,
1670188026.259144,10.10.1.100:47918,797.5,247.927,,,4,2
1670188026.263477,10.10.1.100:56732,119.6,280.129,,,22,
1670188026.397832,10.10.1.100:47918,797.1,256.877,,,5,2
1670188026.403817,10.10.1.100:56732,136.3,285.926,,,22,
1670188026.542973,10.10.1.100:47918,808.8,276.695,,,5,2
1670188026.547737,10.10.1.100:56732,153.0,300.197,,,22,
1670188026.688112,10.10.1.100:47918,842.3,279.957,,,4,3
1670188026.693342,10.10.1.100:56732,166.5,305.718,,,22,
1670188026.835111,10.10.1.100:47918,779.3,303.641,,,4,3
1670188026.839975,10.10.1.100:56732,166.5,311.886,,,22,
1670188026.950522,10.10.1.100:47918,779.3,303.641,,,4,3
1670188026.955396,10.10.1.100:56732,130.1,316.765,,,22,
1670188027.091446,10.10.1.100:47918,806.0,309.589,,,3,3
1670188027.096331,10.10.1.100:56732,133.2,313.463,,,22,
1670188027.233670,10.10.1.100:47918,782.4,316.727,,,3,3
1670188027.236418,10.10.1.100:56732,133.2,311.818,,,22,
1670188027.360258,10.10.1.100:47918,841.3,316.727,,,3,3
1670188027.365133,10.10.1.100:56732,102.1,308.505,,,22,
1670188027.495358,10.10.1.100:47918,738.7,322.189,,,2,2
1670188027.498280,10.10.1.100:56732,102.1,300.616,,,22,
1670188027.628121,10.10.1.100:47918,785.8,322.189,,,2,2
1670188027.633100,10.10.1.100:56732,70.6,292.241,,,22,
1670188027.754777,10.10.1.100:47918,915.0,321.401,,,2,1
1670188027.757494,10.10.1.100:56732,70.7,286.682,,,24,
1670188027.836605,10.10.1.100:47918,876.9,320.71,,,2,1
1670188027.839386,10.10.1.100:56732,70.7,286.948,,,24,
1670188027.918493,10.10.1.100:47918,876.9,320.71,,,2,1
1670188027.921288,10.10.1.100:56732,70.7,285.714,,,24,
1670188028.001135,10.10.1.100:47918,882.7,320.71,,,2,1
1670188028.003842,10.10.1.100:56732,73.3,283.682,,,24,
1670188028.082535,10.10.1.100:47918,917.8,319.624,,,2,1
1670188028.085319,10.10.1.100:56732,68.9,287.054,,,24,
1670188028.164077,10.10.1.100:47918,866.7,321.678,,,2,1
1670188028.166851,10.10.1.100:56732,68.9,295.231,,,24,
1670188028.298926,10.10.1.100:47918,877.2,321.678,,,2,1
1670188028.303762,10.10.1.100:56732,73.3,292.384,,,24,
1670188028.405974,10.10.1.100:47918,872.7,320.969,,,3,1
1670188028.408742,10.10.1.100:56732,68.9,291.916,,,24,
1670188028.487368,10.10.1.100:47918,882.9,321.82,,,3,1
1670188028.490127,10.10.1.100:56732,68.9,296.969,,,24,
1670188028.568652,10.10.1.100:47918,876.9,321.82,,,3,1
1670188028.571325,10.10.1.100:56732,68.9,298.546,,,24,
1670188028.649731,10.10.1.100:47918,918.3,321.82,,,3,1
1670188028.652504,10.10.1.100:56732,110.0,298.864,,,24,
1670188028.731007,10.10.1.100:47918,883.5,320.239,,,3,1
1670188028.734132,10.10.1.100:56732,98.7,305.57,,,24,
1670188028.812689,10.10.1.100:47918,850.7,324.216,,,3,1
1670188028.815383,10.10.1.100:56732,98.7,312.378,,,24,
1670188028.892350,10.10.1.100:47918,851.0,324.216,,,3,1
1670188028.895068,10.10.1.100:56732,112.4,317.122,,,24,
1670188028.971925,10.10.1.100:47918,791.6,321.518,,,4,1
1670188028.974649,10.10.1.100:56732,112.4,317.2,,,24,
1670188029.052926,10.10.1.100:47918,847.3,321.518,,,4,1
1670188029.055589,10.10.1.100:56732,112.4,316.274,,,24,
1670188029.134389,10.10.1.100:47918,841.7,321.518,,,4,1
1670188029.137170,10.10.1.100:56732,98.7,317.807,,,24,
1670188029.215600,10.10.1.100:47918,836.4,325.341,,,4,1
1670188029.218628,10.10.1.100:56732,110.3,319.302,,,24,
1670188029.297717,10.10.1.100:47918,850.4,324.04,,,4,1
1670188029.300479,10.10.1.100:56732,125.8,319.601,,,24,
1670188029.379849,10.10.1.100:47918,820.2,329.539,,,4,1
1670188029.382668,10.10.1.100:56732,125.8,325.816,,,24,
1670188029.463644,10.10.1.100:47918,850.6,329.539,,,4,1
1670188029.466401,10.10.1.100:56732,127.3,328.194,,,24,
1670188029.545685,10.10.1.100:47918,819.6,333.857,,,4,1
1670188029.548441,10.10.1.100:56732,136.7,331.902,,,22,
1670188029.627715,10.10.1.100:47918,819.6,334.503,,,3,1
1670188029.630451,10.10.1.100:56732,125.9,332.664,,,22,
1670188029.722102,10.10.1.100:47918,752.6,338.187,,,3,1
1670188029.724976,10.10.1.100:56732,125.9,332.457,,,22,
1670188029.857486,10.10.1.100:47918,744.4,338.187,,,3,1
1670188029.860692,10.10.1.100:56732,127.3,324.499,,,22,
1670188029.939323,10.10.1.100:47918,757.8,339.423,,,3,1
1670188029.942011,10.10.1.100:56732,95.5,320.898,,,22,
1670188030.031319,10.10.1.100:47918,811.4,338.717,,,2,1
1670188030.036024,10.10.1.100:56732,95.5,313.393,,,22,
1670188030.165930,10.10.1.100:47918,822.8,338.717,,,2,1
1670188030.170438,10.10.1.100:56732,99.8,305.723,,,22,
1670188030.275623,10.10.1.100:47918,875.0,337.363,,,2,1
1670188030.279766,10.10.1.100:56732,70.6,300.985,,,22,
1670188030.364633,10.10.1.100:47918,848.0,334.733,,,2,1
1670188030.367289,10.10.1.100:56732,70.6,296.457,,,22,
1670188030.453165,10.10.1.100:47918,843.5,334.733,,,2,1
1670188030.456091,10.10.1.100:56732,70.7,292.466,,,22,
1670188030.535003,10.10.1.100:47918,790.1,332.394,,,2,1
1670188030.537711,10.10.1.100:56732,70.7,287.588,,,22,
1670188030.632693,10.10.1.100:47918,863.0,332.394,,,2,1
1670188030.638119,10.10.1.100:56732,73.2,283.247,,,22,
1670188030.774202,10.10.1.100:47918,875.8,329.822,,,3,1
1670188030.778664,10.10.1.100:56732,73.3,283.361,,,22,
1670188030.888497,10.10.1.100:47918,877.1,328.087,,,3,1
1670188030.891242,10.10.1.100:56732,111.4,285.317,,,22,
1670188030.970816,10.10.1.100:47918,842.0,322.826,,,4,1
1670188030.973605,10.10.1.100:56732,111.4,286.805,,,22,
1670188031.053384,10.10.1.100:47918,841.8,322.826,,,4,1
1670188031.057027,10.10.1.100:56732,107.2,291.309,,,22,
1670188031.163402,10.10.1.100:47918,841.6,322.983,,,4,1
1670188031.166440,10.10.1.100:56732,119.6,294.536,,,22,
1670188031.252663,10.10.1.100:47918,728.0,318.934,,,4,1
1670188031.255504,10.10.1.100:56732,133.9,300.131,,,22,
1670188031.334414,10.10.1.100:47918,784.3,322.287,,,4,1
1670188031.337269,10.10.1.100:56732,133.9,304.398,,,22,
1670188031.419269,10.10.1.100:47918,802.3,322.287,,,4,1
1670188031.422072,10.10.1.100:56732,136.3,304.113,,,22,
1670188031.501458,10.10.1.100:47918,796.6,324.492,,,4,1
1670188031.504185,10.10.1.100:56732,152.9,307.194,,,22,
1670188031.585133,10.10.1.100:47918,841.3,321.8,,,3,1
1670188031.588237,10.10.1.100:56732,134.0,309.789,,,22,
1670188031.688848,10.10.1.100:47918,809.5,324.067,,,3,1
1670188031.693335,10.10.1.100:56732,134.0,310.967,,,22,
1670188031.822641,10.10.1.100:47918,809.1,324.067,,,3,1
1670188031.827102,10.10.1.100:56732,104.6,310.528,,,22,
1670188031.949381,10.10.1.100:47918,811.2,326.86,,,2,1
1670188031.953478,10.10.1.100:56732,102.2,306.696,,,22,
1670188032.042953,10.10.1.100:47918,756.6,326.5,,,2,1
1670188032.045779,10.10.1.100:56732,102.2,295.843,,,22,
1670188032.125288,10.10.1.100:47918,769.5,326.5,,,2,1
1670188032.128035,10.10.1.100:56732,102.2,289.987,,,22,
1670188032.207497,10.10.1.100:47918,853.6,325.173,,,2,1
1670188032.210308,10.10.1.100:56732,71.5,287.872,,,22,
1670188032.290736,10.10.1.100:47918,876.7,324.029,,,2,1
1670188032.293466,10.10.1.100:56732,71.5,287.384,,,22,
1670188032.373169,10.10.1.100:47918,876.4,324.029,,,2,1
1670188032.376033,10.10.1.100:56732,73.3,287.224,,,22,
1670188032.455033,10.10.1.100:47918,877.6,322.515,,,2,1
1670188032.457805,10.10.1.100:56732,73.3,286.935,,,22,
1670188032.537482,10.10.1.100:47918,878.6,322.515,,,2,1
1670188032.540227,10.10.1.100:56732,73.3,286.053,,,22,
1670188032.619448,10.10.1.100:47918,876.4,321.701,,,3,1
1670188032.622196,10.10.1.100:56732,73.3,287.567,,,22,
1670188032.701268,10.10.1.100:47918,857.8,321.701,,,3,1
1670188032.704180,10.10.1.100:56732,74.3,285.278,,,22,
1670188032.783959,10.10.1.100:47918,791.2,319.497,,,3,1
1670188032.786869,10.10.1.100:56732,110.0,281.656,,,22,
1670188032.867548,10.10.1.100:47918,841.9,313.519,,,4,1
1670188032.870299,10.10.1.100:56732,110.0,281.433,,,22,
1670188032.983979,10.10.1.100:47918,842.0,313.519,,,4,1
1670188032.987405,10.10.1.100:56732,110.0,285.37,,,22,
1670188033.085147,10.10.1.100:47918,841.3,313.519,,,4,1
1670188033.088587,10.10.1.100:56732,119.5,290.543,,,22,
1670188033.172174,10.10.1.100:47918,842.3,312.251,,,4,1
1670188033.174830,10.10.1.100:56732,134.6,292.64,,,22,
1670188033.254574,10.10.1.100:47918,809.6,316.237,,,4,1
1670188033.257387,10.10.1.100:56732,134.6,301.279,,,22,
1670188033.335717,10.10.1.100:47918,810.2,316.237,,,4,1
1670188033.338444,10.10.1.100:56732,136.3,304.391,,,22,
1670188033.444076,10.10.1.100:47918,809.9,319.189,,,4,1
1670188033.448694,10.10.1.100:56732,134.6,306.631,,,22,
1670188033.584414,10.10.1.100:47918,808.6,319.996,,,3,1
1670188033.589200,10.10.1.100:56732,134.6,309.409,,,22,
1670188033.675737,10.10.1.100:47918,809.4,319.996,,,3,1
1670188033.678578,10.10.1.100:56732,114.8,310.345,,,22,
1670188033.756665,10.10.1.100:47918,772.2,319.969,,,4,1
1670188033.759354,10.10.1.100:56732,114.8,309.084,,,22,
1670188033.853840,10.10.1.100:47918,810.9,319.969,,,4,1
1670188033.859364,10.10.1.100:56732,102.2,306.04,,,22,
1670188033.945474,10.10.1.100:47918,810.7,320.965,,,4,1
1670188033.948515,10.10.1.100:56732,119.5,303.139,,,22,
1670188034.029586,10.10.1.100:47918,825.4,317.193,,,4,1
1670188034.032347,10.10.1.100:56732,134.6,301.815,,,22,
1670188034.109991,10.10.1.100:47918,804.7,320.549,,,4,1
1670188034.112750,10.10.1.100:56732,134.6,309.165,,,22,
1670188034.189323,10.10.1.100:47918,784.3,320.549,,,4,1
1670188034.191996,10.10.1.100:56732,138.0,310.101,,,22,
1670188034.268922,10.10.1.100:47918,729.3,322.461,,,4,1
1670188034.271597,10.10.1.100:56732,159.3,302.036,,,22,
1670188034.405997,10.10.1.100:47918,790.0,318.485,,,3,1
1670188034.411277,10.10.1.100:56732,134.7,300.919,,,22,
1670188034.557128,10.10.1.100:47918,840.4,321.192,,,3,1
1670188034.561836,10.10.1.100:56732,136.1,304.676,,,22,
